,firstChar,lastChar,isLastCharVowel,lastTwoChar,gender
13399,r,t,0,it,1
13400,j,n,0,in,1
13401,v,y,0,ay,1
13402,m,h,0,sh,1
13403,r,u,1,ju,1
13404,c,r,0,er,1
13405,m,h,0,sh,1
13406,m,u,1,nu,1
13407,r,j,0,aj,1
13408,g,i,1,di,1
13409,k,d,0,id,1
13410,n,a,1,ha,1
13411,s,l,0,al,1
13412,s,m,0,am,1
13413,a,y,0,ay,1
13414,t,m,0,am,1
13415,j,a,1,ra,1
13416,s,h,0,sh,1
13417,p,j,0,aj,1
13418,d,h,0,th,1
13419,a,t,0,at,1
13420,r,t,0,et,1
13421,v,y,0,ay,1
13422,s,h,0,sh,1
13423,a,k,0,ok,1
13424,c,r,0,er,1
13425,s,m,0,em,1
13426,r,h,0,sh,1
13427,c,m,0,am,1
13428,a,n,0,un,1
13429,v,t,0,nt,1
13430,r,u,1,ku,1
13431,r,t,0,it,1
13432,r,h,0,sh,1
13433,s,t,0,it,1
13434,s,j,0,aj,1
13435,r,t,0,et,1
13436,p,r,0,ar,1
13437,s,i,1,ri,1
13438,u,r,0,ar,1
13439,o,m,0,om,1
13440,s,h,0,sh,1
13441,r,v,0,iv,1
13442,r,l,0,ul,1
13443,s,e,1,be,1
13444,j,d,0,ed,1
13445,r,r,0,ar,1
13446,m,h,0,sh,1
13447,k,n,0,an,1
13448,r,r,0,ar,1
13449,m,d,0,ad,1
13450,m,d,0,ad,1
13451,i,r,0,ar,1
13452,a,l,0,il,1
13453,s,k,0,nk,1
13454,m,d,0,ed,1
13455,s,n,0,an,1
13456,a,l,0,il,1
13457,a,n,0,an,1
13458,y,r,0,ir,1
13459,s,m,0,am,1
13460,m,i,1,ri,1
13461,g,a,1,ga,1
13462,s,h,0,sh,1
13463,a,k,0,ok,1
13464,p,p,0,ep,1
13465,r,s,0,as,1
13466,s,s,0,s,1
13467,g,n,0,an,1
13468,s,v,0,ev,1
13469,u,n,0,wn,1
13470,s,l,0,il,1
13471,a,k,0,ok,1
13472,l,i,1,ki,1
13473,n,m,0,em,1
13474,s,n,0,an,1
13475,s,h,0,sh,1
13476,g,v,0,av,1
13477,t,q,0,iq,1
13478,s,h,0,sh,1
13479,g,l,0,al,1
13480,s,a,1,ra,1
13481,s,p,0,ep,1
13482,b,i,1,ti,1
13483,s,h,0,sh,1
13484,u,h,0,th,1
13485,r,v,0,ev,1
13486,s,h,0,sh,1
13487,a,f,0,if,1
13488,a,l,0,ol,1
13489,u,n,0,wn,1
13490,r,r,0,ir,1
13491,m,d,0,hd,1
13492,s,m,0,am,1
13493,a,t,0,it,1
13494,s,l,0,al,1
13495,k,r,0,or,1
13496,t,n,0,un,1
13497,s,r,0,ar,1
13498,l,h,0,sh,1
13499,s,d,0,id,1
13500,m,a,1,fa,1
13501,s,l,0,il,1
13502,l,t,0,it,1
13503,p,h,0,sh,1
13504,a,n,0,un,1
13505,r,r,0,ar,1
13506,m,h,0,sh,1
13507,a,h,0,sh,1
13508,h,r,0,er,1
13509,s,y,0,ny,1
13510,v,n,0,un,1
13511,v,h,0,sh,1
13512,c,i,1,ni,1
13513,s,h,0,sh,1
13514,m,h,0,sh,1
13515,a,l,0,il,1
13516,s,i,1,hi,1
13517,s,t,0,it,1
13518,n,l,0,il,1
13519,v,r,0,er,1
13520,a,k,0,ek,1
13521,s,h,0,sh,1
13522,d,t,0,at,1
13523,r,u,1,ku,1
13524,s,v,0,iv,1
13525,k,u,1,lu,1
13526,b,a,1,da,1
13527,s,d,0,ad,1
13528,a,l,0,il,1
13529,m,h,0,sh,1
13530,k,a,1,va,1
13531,s,i,1,hi,1
13532,r,h,0,sh,1
13533,m,j,0,oj,1
13534,d,k,0,ak,1
13535,s,r,0,ir,1
13536,d,k,0,ak,1
13537,r,h,0,sh,1
13538,v,h,0,sh,1
13539,n,r,0,er,1
13540,o,r,0,ar,1
13541,p,m,0,em,1
13542,b,u,1,bu,1
13543,m,j,0,oj,1
13544,m,n,0,an,1
13545,k,l,0,al,1
13546,n,t,0,nt,1
13547,l,d,0,ad,1
13548,v,d,0,od,1
13549,a,k,0,ek,1
13550,p,m,0,am,1
13551,h,r,0,er,1
13552,r,v,0,ev,1
13553,r,h,0,sh,1
13554,n,n,0,in,1
13555,m,t,0,et,1
13556,g,m,0,am,1
13557,a,d,0,nd,1
13558,s,r,0,er,1
13559,p,a,1,ma,1
13560,p,j,0,aj,1
13561,y,n,0,in,1
13562,s,h,0,sh,1
13563,h,n,0,in,1
13564,r,h,0,sh,1
13565,s,p,0,ip,1
13566,r,h,0,sh,1
13567,b,i,1,hi,1
13568,a,k,0,ok,1
13569,j,r,0,ar,1
13570,c,l,0,il,1
13571,s,n,0,an,1
13572,k,n,0,an,1
13573,j,r,0,ir,1
13574,b,n,0,en,1
13575,t,j,0,aj,1
13576,r,l,0,ul,1
13577,s,l,0,il,1
13578,v,n,0,in,1
13579,v,y,0,ky,1
13580,s,j,0,aj,1
13581,n,r,0,er,1
13582,s,a,1,wa,1
13583,p,u,1,tu,1
13584,p,p,0,ap,1
13585,b,i,1,ti,1
13586,l,l,0,al,1
13587,g,d,0,nd,1
13588,s,h,0,kh,1
13589,s,i,1,ri,1
13590,a,h,0,sh,1
13591,s,t,0,it,1
13592,s,d,0,id,1
13593,s,h,0,sh,1
13594,k,r,0,ar,1
13595,r,m,0,am,1
13596,g,v,0,av,1
13597,s,p,0,ep,1
13598,b,m,0,em,1
13599,m,d,0,od,1
13600,r,h,0,sh,1
13601,t,n,0,un,1
13602,k,i,1,hi,1
13603,v,k,0,ek,1
13604,j,i,1,hi,1
13605,a,h,0,sh,1
13606,p,e,1,ce,1
13607,g,l,0,al,1
13608,a,t,0,it,1
13609,m,r,0,ar,1
13610,a,g,0,ag,1
13611,d,h,0,sh,1
13612,m,j,0,oj,1
13613,g,n,0,en,1
13614,s,q,0,iq,1
13615,n,n,0,in,1
13616,s,i,1,mi,1
13617,a,n,0,un,1
13618,a,h,0,sh,1
13619,h,h,0,sh,1
13620,p,m,0,am,1
13621,m,j,0,oj,1
13622,r,h,0,sh,1
13623,a,t,0,et,1
13624,r,a,1,ka,1
13625,v,l,0,al,1
13626,j,r,0,er,1
13627,r,l,0,ul,1
13628,n,l,0,il,1
13629,c,u,1,tu,1
13630,a,t,0,it,1
13631,v,d,0,od,1
13632,d,a,1,ra,1
13633,r,v,0,ev,1
13634,g,r,0,er,1
13635,p,t,0,nt,1
13636,j,h,0,sh,1
13637,s,p,0,ep,1
13638,b,l,0,ul,1
13639,d,r,0,er,1
13640,r,h,0,eh,1
13641,m,h,0,sh,1
13642,r,i,1,vi,1
13643,a,d,0,nd,1
13644,d,n,0,in,1
13645,a,h,0,sh,1
13646,b,i,1,ri,1
13647,p,m,0,em,1
13648,n,r,0,er,1
13649,i,s,0,as,1
13650,r,n,0,in,1
13651,a,g,0,ag,1
13652,m,t,0,et,1
13653,s,l,0,il,1
13654,d,l,0,al,1
13655,n,n,0,an,1
13656,s,l,0,al,1
13657,j,r,0,er,1
13658,a,a,1,da,1
13659,r,h,0,sh,1
13660,u,h,0,sh,1
13661,j,r,0,ar,1
13662,a,u,1,hu,1
13663,v,s,0,as,1
13664,g,m,0,am,1
13665,m,h,0,sh,1
13666,n,a,1,ra,1
13667,a,t,0,it,1
13668,s,h,0,sh,1
13669,p,n,0,an,1
13670,a,t,0,et,1
13671,b,u,1,tu,1
13672,g,l,0,al,1
13673,n,n,0,en,1
13674,m,h,0,sh,1
13675,m,j,0,oj,1
13676,l,u,1,lu,1
13677,m,n,0,an,1
13678,p,n,0,an,1
13679,d,i,1,ni,1
13680,m,n,0,an,1
13681,j,r,0,ir,1
13682,g,l,0,al,1
13683,t,n,0,un,1
13684,s,v,0,iv,1
13685,v,y,0,ay,1
13686,d,r,0,ar,1
13687,d,h,0,sh,1
13688,a,k,0,ek,1
13689,p,h,0,sh,1
13690,o,m,0,om,1
13691,p,m,0,am,1
13692,m,h,0,sh,1
13693,l,i,1,li,1
13694,g,n,0,an,1
13695,y,a,1,ra,1
13696,a,y,0,ay,1
13697,m,u,1,nu,1
13698,n,m,0,em,1
13699,j,r,0,er,1
13700,s,d,0,id,1
13701,j,e,1,te,1
13702,r,u,1,ku,1
13703,m,o,1,mo,1
13704,a,k,0,ok,1
13705,p,h,0,sh,1
13706,j,i,1,ai,1
13707,v,d,0,od,1
13708,s,m,0,am,1
13709,s,h,0,sh,1
13710,s,j,0,aj,1
13711,t,a,1,ra,1
13712,r,l,0,ul,1
13713,p,h,0,sh,1
13714,s,h,0,sh,1
13715,r,h,0,sh,1
13716,l,t,0,it,1
13717,h,n,0,un,1
13718,v,r,0,er,1
13719,v,d,0,od,1
13720,l,n,0,an,1
13721,a,h,0,sh,1
13722,s,u,1,nu,1
13723,r,l,0,ul,1
13724,h,h,0,sh,1
13725,s,u,1,nu,1
13726,a,y,0,ay,1
13727,m,a,1,na,1
13728,a,h,0,sh,1
13729,a,r,0,er,1
13730,r,m,0,am,1
13731,g,v,0,av,1
13732,s,n,0,an,1
13733,s,h,0,sh,1
13734,j,i,1,ai,1
13735,b,t,0,nt,1
13736,m,d,0,hd,1
13737,s,d,0,ad,1
13738,p,p,0,ep,1
13739,r,i,1,vi,1
13740,r,r,0,er,1
13741,a,t,0,it,1
13742,v,y,0,ay,1
13743,r,u,1,ju,1
13744,m,n,0,an,1
13745,s,l,0,al,1
13746,d,h,0,sh,1
13747,a,n,0,an,1
13748,a,n,0,an,1
13749,c,m,0,um,1
13750,i,l,0,al,1
13751,m,h,0,sh,1
13752,d,h,0,sh,1
13753,a,h,0,sh,1
13754,n,n,0,en,1
13755,t,r,0,er,1
13756,p,n,0,en,1
13757,r,h,0,sh,1
13758,r,l,0,ul,1
13759,c,n,0,an,1
13760,r,i,1,vi,1
13761,g,j,0,aj,1
13762,t,r,0,er,1
13763,k,l,0,al,1
13764,a,u,1,hu,1
13765,g,u,1,lu,1
13766,p,n,0,an,1
13767,r,h,0,sh,1
13768,a,m,0,im,1
13769,v,n,0,in,1
13770,a,n,0,un,1
13771,j,a,1,na,1
13772,m,n,0,an,1
13773,r,l,0,ul,1
13774,r,l,0,ul,1
13775,r,m,0,am,1
13776,r,d,0,id,1
13777,s,n,0,in,1
13778,d,v,0,rv,1
13779,o,r,0,er,1
13780,j,r,0,er,1
13781,p,b,0,ab,1
13782,r,i,1,vi,1
13783,j,t,0,nt,1
13784,k,k,0,ik,1
13785,s,h,0,sh,1
13786,b,o,1,oo,1
13787,p,n,0,en,1
13788,v,l,0,al,1
13789,n,a,1,ra,1
13790,v,l,0,al,1
13791,n,n,0,an,1
13792,y,h,0,sh,1
13793,d,a,1,pa,1
13794,r,r,0,er,1
13795,j,r,0,er,1
13796,a,h,0,sh,1
13797,s,t,0,nt,1
13798,m,d,0,md,1
13799,m,t,0,at,1
13800,s,m,0,im,1
13801,a,n,0,un,1
13802,s,h,0,sh,1
13803,s,l,0,il,1
13804,r,m,0,am,1
13805,s,n,0,an,1
13806,c,r,0,er,1
13807,k,l,0,al,1
13808,a,k,0,ok,1
13809,s,e,1,ee,1
13810,s,h,0,bh,1
13811,b,n,0,en,1
13812,m,h,0,sh,1
13813,a,k,0,ok,1
13814,l,u,1,hu,1
13815,s,b,0,ab,1
13816,j,m,0,am,1
13817,s,u,1,ju,1
13818,a,h,0,sh,1
13819,s,i,1,ri,1
13820,d,h,0,sh,1
13821,s,y,0,ay,1
13822,s,n,0,in,1
13823,m,h,0,sh,1
13824,p,n,0,en,1
13825,r,r,0,er,1
13826,c,u,1,du,1
13827,s,v,0,ev,1
13828,v,l,0,el,1
13829,m,j,0,oj,1
13830,a,j,0,uj,1
13831,h,u,1,hu,1
13832,r,r,0,er,1
13833,s,r,0,ir,1
13834,r,p,0,op,1
13835,m,l,0,al,1
13836,s,i,1,ri,1
13837,m,m,0,im,1
13838,s,t,0,it,1
13839,a,f,0,if,1
13840,y,a,1,ra,1
13841,a,n,0,an,1
13842,p,p,0,ep,1
13843,j,t,0,et,1
13844,l,n,0,an,1
13845,p,h,0,th,1
13846,s,h,0,kh,1
13847,b,i,1,ji,1
13848,m,h,0,oh,1
13849,m,u,1,nu,1
13850,a,y,0,ay,1
13851,r,t,0,at,1
13852,b,a,1,na,1
13853,p,e,1,ce,1
13854,r,h,0,sh,1
13855,a,d,0,nd,1
13856,s,v,0,ev,1
13857,m,h,0,dh,1
13858,s,l,0,il,1
13859,a,t,0,it,1
13860,r,u,1,lu,1
13861,n,m,0,em,1
13862,a,n,0,un,1
13863,m,t,0,it,1
13864,i,r,0,ar,1
13865,s,v,0,iv,1
13866,r,h,0,sh,1
13867,r,h,0,sh,1
13868,c,i,1,ni,1
13869,s,h,0,th,1
13870,h,d,0,id,1
13871,v,r,0,er,1
13872,b,t,0,at,1
13873,s,m,0,am,1
13874,s,l,0,il,1
13875,h,l,0,ul,1
13876,s,h,0,sh,1
13877,p,p,0,ep,1
13878,s,y,0,ky,1
13879,j,s,0,ss,1
13880,p,r,0,er,1
13881,k,t,0,it,1
13882,b,l,0,al,1
13883,a,k,0,ak,1
13884,m,t,0,it,1
13885,s,h,0,sh,1
13886,a,k,0,ok,1
13887,r,n,0,an,1
13888,m,d,0,hd,1
13889,s,m,0,am,1
13890,a,n,0,un,1
13891,r,t,0,at,1
13892,s,n,0,an,1
13893,r,i,1,vi,1
13894,g,u,1,du,1
13895,j,h,0,sh,1
13896,n,h,0,sh,1
13897,d,h,0,sh,1
13898,t,u,1,pu,1
13899,r,j,0,aj,1
13900,r,t,0,it,1
13901,d,y,0,py,1
13902,g,v,0,av,1
13903,r,l,0,al,1
13904,s,u,1,nu,1
13905,s,i,1,ri,1
13906,b,n,0,an,1
13907,a,g,0,ag,1
13908,u,a,1,ma,1
13909,n,t,0,ot,1
13910,c,g,0,ag,1
13911,j,l,0,al,1
13912,r,m,0,am,1
13913,s,t,0,it,1
13914,b,n,0,an,1
13915,j,h,0,sh,1
13916,a,y,0,ay,1
13917,s,y,0,ay,1
13918,j,i,1,ti,1
13919,a,y,0,ay,1
13920,p,h,0,sh,1
13921,j,n,0,in,1
13922,s,m,0,am,1
13923,s,m,0,am,1
13924,s,j,0,aj,1
13925,j,r,0,er,1
13926,j,h,0,sh,1
13927,r,n,0,an,1
13928,m,a,1,ra,1
13929,s,a,1,ra,1
13930,r,v,0,ev,1
13931,s,l,0,il,1
13932,m,h,0,sh,1
13933,m,h,0,sh,1
13934,s,r,0,er,1
13935,a,t,0,it,1
13936,p,m,0,am,1
13937,c,e,1,te,1
13938,k,n,0,an,1
13939,m,l,0,el,1
13940,m,j,0,oj,1
13941,a,l,0,il,1
13942,a,l,0,il,1
13943,m,u,1,nu,1
13944,a,r,0,ir,1
13945,s,h,0,sh,1
13946,r,h,0,sh,1
13947,r,m,0,am,1
13948,i,n,0,an,1
13949,r,l,0,al,1
13950,n,f,0,ef,1
13951,y,h,0,sh,1
13952,a,k,0,ok,1
13953,a,k,0,ok,1
13954,s,h,0,bh,1
13955,h,h,0,sh,1
13956,n,l,0,il,1
13957,t,d,0,nd,1
13958,p,p,0,ep,1
13959,r,t,0,it,1
13960,m,l,0,al,1
13961,l,i,1,mi,1
13962,i,r,0,ar,1
13963,p,u,1,pu,1
13964,r,h,0,sh,1
13965,a,h,0,sh,1
13966,r,h,0,sh,1
13967,v,l,0,al,1
13968,v,l,0,al,1
13969,s,u,1,ju,1
13970,s,h,0,sh,1
13971,j,r,0,er,1
13972,a,k,0,ak,1
13973,h,r,0,er,1
13974,p,u,1,ju,1
13975,n,i,1,ni,1
13976,k,h,0,sh,1
13977,t,n,0,en,1
13978,t,h,0,th,1
13979,s,l,0,al,1
13980,m,b,0,ab,1
13981,v,d,0,od,1
13982,a,i,1,ni,1
13983,a,a,1,ha,1
13984,r,b,0,ib,1
13985,m,d,0,hd,1
13986,r,h,0,sh,1
13987,m,n,0,un,1
13988,a,i,1,ni,1
13989,d,k,0,ak,1
13990,m,h,0,sh,1
13991,s,n,0,an,1
13992,a,h,0,sh,1
13993,s,l,0,il,1
13994,v,m,0,am,1
13995,r,h,0,sh,1
13996,s,u,1,nu,1
13997,k,n,0,an,1
13998,a,a,1,ha,1
13999,s,r,0,er,1
14000,k,l,0,al,1
14001,g,n,0,an,1
14002,a,f,0,if,1
14003,r,m,0,am,1
14004,c,a,1,ra,1
14005,s,n,0,in,1
14006,r,l,0,ul,1
14007,k,n,0,an,1
14008,m,h,0,sh,1
14009,a,k,0,ek,1
14010,d,k,0,ak,1
14011,b,a,1,ja,1
14012,s,t,0,nt,1
14013,b,u,1,bu,1
14014,s,n,0,an,1
14015,s,d,0,id,1
14016,v,d,0,od,1
14017,v,y,0,ay,1
14018,s,r,0,ir,1
14019,p,n,0,en,1
14020,a,t,0,it,1
14021,p,n,0,en,1
14022,f,j,0,oj,1
14023,p,n,0,an,1
14024,i,n,0,an,1
14025,s,h,0,sh,1
14026,g,v,0,av,1
14027,m,u,1,nu,1
14028,s,h,0,sh,1
14029,r,m,0,am,1
14030,m,l,0,al,1
14031,s,u,1,nu,1
14032,a,l,0,il,1
14033,s,i,1,ri,1
14034,s,n,0,in,1
14035,v,y,0,ay,1
14036,s,p,0,ep,1
14037,m,j,0,oj,1
14038,m,d,0,hd,1
14039,g,x,0,ax,1
14040,a,k,0,ok,1
14041,s,l,0,il,1
14042,m,j,0,oj,1
14043,m,t,0,it,1
14044,s,a,1,va,1
14045,a,t,0,it,1
14046,k,r,0,er,1
14047,v,m,0,am,1
14048,s,m,0,im,1
14049,k,t,0,it,1
14050,m,u,1,hu,1
14051,r,h,0,sh,1
14052,r,n,0,an,1
14053,p,u,1,tu,1
14054,a,n,0,un,1
14055,f,n,0,an,1
14056,r,l,0,ul,1
14057,s,r,0,er,1
14058,g,u,1,du,1
14059,a,p,0,up,1
14060,b,r,0,er,1
14061,v,t,0,et,1
14062,r,h,0,gh,1
14063,v,u,1,nu,1
14064,o,m,0,om,1
14065,m,k,0,nk,1
14066,a,t,0,it,1
14067,r,l,0,ul,1
14068,a,k,0,ok,1
14069,a,f,0,if,1
14070,a,t,0,it,1
14071,a,t,0,it,1
14072,a,t,0,it,1
14073,m,d,0,ad,1
14074,a,t,0,it,1
14075,g,t,0,et,1
14076,s,v,0,iv,1
14077,r,h,0,sh,1
14078,c,u,1,du,1
14079,s,m,0,am,1
14080,m,h,0,sh,1
14081,n,n,0,an,1
14082,d,j,0,aj,1
14083,a,j,0,oj,1
14084,s,n,0,in,1
14085,v,h,0,sh,1
14086,s,n,0,an,1
14087,r,i,1,vi,1
14088,a,t,0,it,1
14089,t,u,1,nu,1
14090,j,i,1,li,1
14091,p,h,0,sh,1
14092,s,v,0,ev,1
14093,p,n,0,an,1
14094,a,j,0,oj,1
14095,r,a,1,ja,1
14096,s,l,0,il,1
14097,s,n,0,an,1
14098,r,j,0,aj,1
14099,d,k,0,ak,1
14100,r,y,0,ey,1
14101,s,d,0,ad,1
14102,b,u,1,ru,1
14103,m,d,0,hd,1
14104,a,t,0,it,1
14105,a,l,0,ul,1
14106,m,h,0,sh,1
14107,s,y,0,ay,1
14108,j,a,1,ra,1
14109,r,l,0,al,1
14110,a,j,0,uj,1
14111,r,t,0,it,1
14112,a,l,0,il,1
14113,d,r,0,er,1
14114,v,l,0,al,1
14115,r,i,1,ji,1
14116,r,h,0,sh,1
14117,s,a,1,ra,1
14118,a,d,0,nd,1
14119,v,u,1,nu,1
14120,d,h,0,sh,1
14121,m,t,0,it,1
14122,r,h,0,sh,1
14123,p,a,1,na,1
14124,v,r,0,er,1
14125,d,k,0,ak,1
14126,p,m,0,em,1
14127,s,m,0,am,1
14128,a,t,0,it,1
14129,j,n,0,an,1
14130,b,i,1,ti,1
14131,d,h,0,sh,1
14132,d,h,0,sh,1
14133,j,u,1,su,1
14134,v,n,0,in,1
14135,b,m,0,am,1
14136,t,k,0,ak,1
14137,l,i,1,mi,1
14138,k,u,1,lu,1
14139,m,l,0,al,1
14140,a,d,0,ad,1
14141,a,h,0,sh,1
14142,r,h,0,sh,1
14143,u,h,0,sh,1
14144,p,p,0,ep,1
14145,m,d,0,hd,1
14146,s,r,0,er,1
14147,s,n,0,in,1
14148,h,t,0,nt,1
14149,r,a,1,ja,1
14150,r,i,1,vi,1
14151,b,a,1,la,1
14152,r,h,0,sh,1
14153,l,h,0,sh,1
14154,t,l,0,al,1
14155,s,u,1,nu,1
14156,j,h,0,sh,1
14157,p,d,0,nd,1
14158,h,t,0,nt,1
14159,m,r,0,er,1
14160,r,h,0,sh,1
14161,s,l,0,il,1
14162,s,n,0,in,1
14163,l,n,0,an,1
14164,r,v,0,ev,1
14165,m,f,0,if,1
14166,l,e,1,se,1
14167,m,d,0,ud,1
14168,r,v,0,iv,1
14169,d,h,0,sh,1
14170,b,u,1,pu,1
14171,r,l,0,ul,1
14172,a,f,0,if,1
14173,k,p,0,ep,1
14174,b,o,1,oo,1
14175,r,h,0,sh,1
14176,m,i,1,hi,1
14177,r,m,0,am,1
14178,a,r,0,ar,1
14179,p,n,0,in,1
14180,d,k,0,ak,1
14181,m,h,0,sh,1
14182,s,a,1,ta,1
14183,g,v,0,av,1
14184,m,n,0,in,1
14185,d,m,0,am,1
14186,a,n,0,an,1
14187,p,n,0,an,1
14188,m,h,0,sh,1
14189,p,j,0,aj,1
14190,o,m,0,om,1
14191,t,m,0,em,1
14192,r,h,0,sh,1
14193,c,m,0,am,1
14194,s,h,0,sh,1
14195,v,l,0,al,1
14196,g,d,0,nd,1
14197,n,h,0,sh,1
14198,k,n,0,an,1
14199,d,u,1,ru,1
14200,g,h,0,sh,1
14201,d,v,0,ev,1
14202,s,t,0,it,1
14203,s,j,0,aj,1
14204,v,d,0,od,1
14205,p,i,1,hi,1
14206,m,t,0,it,1
14207,l,y,0,ly,1
14208,r,l,0,ul,1
14209,h,r,0,ir,1
14210,m,u,1,tu,1
14211,v,n,0,un,1
14212,s,v,0,iv,1
14213,p,n,0,an,1
14214,r,l,0,ul,1
14215,k,l,0,il,1
14216,a,y,0,ay,1
14217,r,j,0,aj,1
14218,b,l,0,el,1
14219,p,p,0,ap,1
14220,s,l,0,il,1
14221,s,u,1,nu,1
14222,c,d,0,nd,1
14223,k,n,0,an,1
14224,m,j,0,oj,1
14225,s,r,0,ar,1
14226,n,u,1,tu,1
14227,b,n,0,an,1
14228,d,h,0,sh,1
14229,r,h,0,sh,1
14230,l,h,0,sh,1
14231,k,n,0,an,1
14232,r,i,1,vi,1
14233,r,r,0,ir,1
14234,a,j,0,uj,1
14235,m,h,0,sh,1
14236,a,h,0,sh,1
14237,m,h,0,sh,1
14238,s,b,0,eb,1
14239,w,m,0,em,1
14240,d,h,0,th,1
14241,p,n,0,en,1
14242,b,a,1,ga,1
14243,m,d,0,md,1
14244,s,r,0,ir,1
14245,s,n,0,an,1
14246,k,l,0,al,1
14247,r,h,0,sh,1
14248,s,m,0,am,1
14249,v,r,0,er,1
14250,m,n,0,in,1
14251,s,u,1,nu,1
14252,r,n,0,an,1
14253,k,h,0,sh,1
14254,r,m,0,am,1
14255,j,h,0,sh,1
14256,v,o,1,lo,1
14257,d,r,0,ir,1
14258,k,r,0,ir,1
14259,v,h,0,th,1
14260,d,p,0,ip,1
14261,v,l,0,al,1
14262,h,u,1,hu,1
14263,a,k,0,ok,1
14264,m,h,0,sh,1
14265,r,m,0,am,1
14266,s,l,0,il,1
14267,s,h,0,sh,1
14268,r,r,0,er,1
14269,k,l,0,il,1
14270,s,u,1,nu,1
14271,g,v,0,av,1
14272,k,a,1,na,1
14273,c,l,0,al,1
14274,a,n,0,an,1
14275,f,n,0,an,1
14276,s,r,0,er,1
14277,l,h,0,sh,1
14278,a,a,1,ba,1
14279,m,l,0,al,1
14280,k,n,0,an,1
14281,h,y,0,py,1
14282,v,m,0,am,1
14283,s,l,0,al,1
14284,s,p,0,ep,1
14285,r,r,0,ir,1
14286,d,h,0,sh,1
14287,m,h,0,sh,1
14288,r,n,0,an,1
14289,a,t,0,it,1
14290,a,h,0,sh,1
14291,s,a,1,ra,1
14292,p,n,0,an,1
14293,s,y,0,ay,1
14294,s,i,1,ti,1
14295,j,a,1,ta,1
14296,n,h,0,sh,1
14297,m,d,0,hd,1
14298,m,u,1,nu,1
14299,r,r,0,ar,1
14300,m,h,0,sh,1
14301,g,t,0,et,1
14302,p,n,0,an,1
14303,b,r,0,er,1
14304,v,d,0,od,1
14305,g,v,0,av,1
14306,j,r,0,er,1
14307,m,t,0,et,1
14308,a,k,0,ik,1
14309,r,t,0,it,1
14310,v,i,1,ki,1
14311,d,r,0,er,1
14312,s,m,0,am,1
14313,k,i,1,li,1
14314,l,r,0,ur,1
14315,m,d,0,ud,1
14316,r,v,0,ev,1
14317,r,v,0,ev,1
14318,b,a,1,ya,1
14319,s,r,0,ir,1
14320,s,h,0,sh,1
14321,r,n,0,an,1
14322,k,n,0,an,1
14323,m,k,0,ok,1
14324,a,n,0,un,1
14325,s,l,0,il,1
14326,r,a,1,ha,1
14327,b,m,0,am,1
14328,d,k,0,ak,1
14329,s,n,0,an,1
14330,b,h,0,sh,1
14331,a,h,0,sh,1
14332,m,y,0,ty,1
14333,j,l,0,ul,1
14334,a,k,0,ok,1
14335,p,d,0,od,1
14336,s,l,0,il,1
14337,m,h,0,sh,1
14338,f,z,0,az,1
14339,r,m,0,am,1
14340,d,r,0,er,1
14341,b,l,0,al,1
14342,s,d,0,ad,1
14343,r,m,0,am,1
14344,p,u,1,pu,1
14345,r,i,1,vi,1
14346,b,y,0,ay,1
14347,b,n,0,an,1
14348,j,r,0,ar,1
14349,s,n,0,an,1
14350,n,d,0,nd,1
14351,d,k,0,ak,1
14352,p,r,0,ar,1
14353,a,h,0,sh,1
14354,m,h,0,sh,1
14355,n,i,1,di,1
14356,b,p,0,op,1
14357,a,n,0,an,1
14358,d,d,0,nd,1
14359,j,r,0,ir,1
14360,v,m,0,rm,1
14361,s,r,0,ir,1
14362,r,m,0,am,1
14363,a,k,0,ek,1
14364,s,l,0,il,1
14365,j,n,0,an,1
14366,m,h,0,sh,1
14367,b,t,0,at,1
14368,s,n,0,in,1
14369,r,n,0,an,1
14370,b,r,0,ir,1
14371,b,r,0,er,1
14372,v,d,0,od,1
14373,r,h,0,sh,1
14374,r,n,0,an,1
14375,n,r,0,er,1
14376,u,h,0,sh,1
14377,p,u,1,tu,1
14378,r,l,0,ul,1
14379,s,r,0,ir,1
14380,p,s,0,us,1
14381,a,m,0,um,1
14382,g,h,0,gh,1
14383,y,h,0,th,1
14384,n,m,0,em,1
14385,v,d,0,od,1
14386,a,m,0,am,1
14387,a,n,0,an,1
14388,r,t,0,it,1
14389,r,l,0,ul,1
14390,l,t,0,it,1
14391,v,m,0,am,1
14392,b,n,0,an,1
14393,h,t,0,nt,1
14394,n,r,0,er,1
14395,l,a,1,ya,1
14396,h,t,0,nt,1
14397,s,m,0,am,1
14398,r,u,1,ju,1
14399,b,j,0,aj,1
14400,v,t,0,nt,1
14401,k,t,0,nt,1
14402,b,m,0,am,1
14403,r,l,0,ul,1
14404,d,r,0,ir,1
14405,s,m,0,am,1
14406,s,b,0,ab,1
14407,d,l,0,al,1
14408,s,l,0,il,1
14409,m,h,0,sh,1
14410,d,r,0,er,1
14411,b,n,0,in,1
14412,s,n,0,an,1
14413,r,n,0,an,1
14414,s,m,0,am,1
14415,p,n,0,an,1
14416,r,m,0,am,1
14417,d,k,0,ak,1
14418,s,u,1,nu,1
14419,m,a,1,ra,1
14420,h,m,0,am,1
14421,l,t,0,it,1
14422,r,h,0,sh,1
14423,h,m,0,am,1
14424,a,y,0,ay,1
14425,n,r,0,er,1
14426,d,l,0,al,1
14427,n,r,0,er,1
14428,s,l,0,il,1
14429,s,l,0,al,1
